Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;140;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;180,996;181;14;576;16;1;13;566;
;;93;139,947;24,5331;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;94;139,947;24,5638;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;95;139,947;24,5769;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;96;139,947;24,6477;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;97;139,947;24,6668;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;98;139,947;24,7028;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;99;139,947;24,7181;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;100;139,947;24,7391;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;101;139,947;24,8005;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;102;139,947;24,8162;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;103;139,947;24,8316;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;104;139,587;24,8693;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;105;139,587;24,8764;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;106;139,587;24,8917;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;107;139,587;24,9041;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;108;139,587;25,2333;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;109;139,587;25,2644;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;110;139,587;25,31;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;111;139,587;25,3196;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;112;139,587;25,3768;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;113;139,587;25,4126;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;114;139,677;25,4658;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-20-111-1-417-422-559
;;115;139,677;25,9343;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-20-111-1-417-422-559
;;116;139,677;25,9509;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;117;139,677;26,1114;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;118;139,677;26,2156;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;119;139,677;26,2375;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;120;139,587;26,2457;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;121;139,587;26,2606;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;122;139,587;26,2682;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;123;139,587;26,3213;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;124;139,677;26,488;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;125;139,677;26,4946;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;126;139,587;26,5465;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;127;139,587;26,555;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;128;139,587;26,5621;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;129;139,587;26,6123;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;130;139,307;26,6581;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;131;139,307;26,6789;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;132;139,937;26,6996;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;133;139,937;26,7146;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;134;139,937;26,7353;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;135;139,937;26,7413;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;136;139,937;26,7494;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;137;139,937;26,7565;2728;1880;559-418-413-138-160-420-424-164-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;138;139,947;26,7765;2728;1880;559-418-424-164-423-419-138-160-420-413-421-109-54-404-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;139;139,947;26,7854;2728;1880;559-418-424-164-423-419-138-160-420-413-421-109-54-404-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;140;139,947;26,8069;2728;1880;559-418-424-164-423-419-138-160-420-413-421-109-54-404-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;141;139,947;26,8221;2728;1880;559-418-424-164-423-419-138-160-420-413-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;142;139,947;26,8378;2728;1880;559-418-424-164-423-419-138-160-420-413-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;143;139,587;27,2347;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;144;139,587;27,2617;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;145;139,587;27,2817;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;146;139,587;27,3082;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;147;139,587;27,3475;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;148;139,587;27,3915;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;149;139,587;27,3991;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;150;139,937;27,4056;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;151;139,937;27,4127;2728;1880;559-418-413-138-160-420-424-164-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;152;139,937;27,4293;2728;1880;559-418-413-138-160-420-424-164-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;153;139,587;27,4515;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;154;139,587;27,5048;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;155;139,587;28,0865;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;156;139,587;28,0929;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;157;139,587;28,2351;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;158;139,587;28,2418;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;159;139,587;28,2504;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;160;139,677;28,2828;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-1-111-20-417-422-559
;;161;139,677;28,2944;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-1-111-20-417-422-559
;;162;139,587;28,3029;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;163;139,587;28,3654;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;164;139,947;28,4583;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;165;139,947;28,9877;2728;1880;559-418-424-164-423-419-138-160-420-413-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;166;139,587;29,3166;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;167;139,587;29,3247;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;168;139,587;29,3472;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;169;139,587;29,4071;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;170;139,587;29,6066;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;171;139,587;29,6207;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;172;139,937;29,6655;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;173;139,937;29,6788;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;174;139,937;29,754;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;175;139,937;29,7685;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;176;139,937;29,8234;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;177;139,587;29,8713;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;178;139,307;29,9115;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;179;139,307;29,9184;2728;1880;559-418-413-420-424-164-138-160-423-419-421-404-54-109-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;180;139,307;29,9268;2728;1880;559-418-413-420-424-164-138-160-423-419-421-404-54-109-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;181;139,307;29,9332;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;182;139,307;29,9787;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;183;139,917;29,9934;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-0-74-327-517-33-331-330-79-328-32-513-1-20-111-417-422-559
;;184;139,917;30,0186;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-0-74-327-517-33-331-330-79-328-32-513-1-20-111-417-422-559
;;185;139,397;30,0342;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-1-20-111-417-422-559
